Employee_ID,Department,Job_Level,Years_of_Experience,Training_Hours,Monthly_Working_Hours,Projects_Completed,Average_Task_Completion_Time,Absence_Days,Engagement_Score,Monthly_Productivity_Score
EMP03706,Sales,Mid,5.7,46.3,169.4,7,9.16,2,86.3,66.55
EMP03707,Engineering,Junior,0.4,54.7,182.1,5,10.11,4,73.4,54.99
EMP03708,Finance,Junior,1.2,64.5,182.0,2,10.69,4,61.8,48.6
EMP03709,HR,Junior,1.2,25.9,186.5,4,11.41,3,63.4,52.54
EMP03710,Finance,Mid,6.9,13.9,184.0,8,8.84,1,66.9,68.29
EMP03711,Operations,Senior,13.7,43.6,203.0,9,8.54,4,26.8,58.54
EMP03712,Finance,Junior,0.9,13.0,189.7,4,10.56,2,63.0,51.42
EMP03713,Customer_Support,Senior,8.5,45.4,172.1,9,6.33,2,60.7,69.77
EMP03714,Finance,Senior,12.9,51.9,181.3,10,7.57,9,61.1,68.21
EMP03715,Operations,Junior,0.0,69.5,194.8,7,9.73,5,41.6,48.02
EMP03716,Operations,Junior,0.7,41.7,161.7,8,10.8,3,58.2,53.19
EMP03717,Finance,Junior,3.2,53.4,203.2,3,10.57,3,44.6,63.16
EMP03718,Operations,Junior,1.0,60.8,164.2,4,10.08,1,81.3,61.62
EMP03719,Customer_Support,Mid,5.3,29.4,187.6,10,9.5,5,54.9,61.71
EMP03720,HR,Junior,1.4,64.7,175.1,2,10.07,2,41.2,33.94
EMP03721,Marketing,Lead,11.4,43.1,174.3,3,6.61,4,61.5,66.57
EMP03722,Marketing,Mid,8.0,37.9,156.8,4,10.33,4,74.7,64.54
EMP03723,Operations,Senior,8.9,45.1,187.7,12,8.95,2,62.1,75.67
EMP03724,HR,Senior,13.8,40.9,157.0,7,10.12,2,55.0,69.03
EMP03725,Operations,Mid,3.1,58.7,154.8,1,9.04,5,51.9,46.97
EMP03726,Operations,Manager,25.0,29.6,191.2,7,4.38,2,56.6,85.69
EMP03727,Customer_Support,Manager,19.8,38.4,200.1,3,2.96,4,52.7,64.11
EMP03728,Engineering,Mid,2.0,37.7,165.7,3,12.7,1,54.9,57.12
EMP03729,Finance,Junior,1.7,36.9,189.0,6,10.6,0,62.2,58.9
EMP03730,Finance,Mid,5.9,49.6,186.2,4,10.03,3,47.0,58.25
EMP03731,Customer_Support,Junior,4.0,37.5,173.7,6,11.95,3,69.4,52.11
EMP03732,Customer_Support,Mid,3.0,59.0,193.7,5,9.56,2,70.9,61.35
EMP03733,Marketing,Mid,4.0,55.9,172.7,3,8.22,3,52.0,56.19
EMP03734,Marketing,Mid,2.0,35.5,182.2,5,10.76,6,55.4,49.13
EMP03735,Sales,Senior,7.6,46.2,157.4,4,8.04,1,56.9,55.59
EMP03736,Customer_Support,Junior,1.5,39.5,158.0,1,7.37,5,57.6,37.1
EMP03737,Engineering,Mid,2.7,22.9,191.4,6,11.52,3,73.1,59.55
EMP03738,Finance,Mid,2.0,38.0,182.7,6,7.96,4,68.6,57.02
EMP03739,Operations,Senior,5.0,42.2,173.0,8,7.69,2,65.3,62.95
EMP03740,HR,Senior,8.8,50.8,201.7,3,9.29,2,84.6,73.96
EMP03741,Engineering,Junior,2.8,53.2,201.6,3,6.92,5,70.7,66.37
EMP03742,Engineering,Senior,14.1,56.6,181.1,8,7.58,3,54.4,72.7
EMP03743,Operations,Junior,0.8,36.3,154.6,2,10.37,5,40.7,40.86
EMP03744,Marketing,Senior,10.6,37.3,173.4,5,9.44,3,83.6,68.19
EMP03745,Sales,Mid,3.6,71.7,163.3,3,10.12,4,68.1,52.88
EMP03746,Finance,Mid,3.7,18.0,176.3,7,10.27,4,65.5,59.4
EMP03747,Engineering,Senior,7.5,36.2,161.9,3,9.63,3,75.4,60.54
EMP03748,Operations,Lead,12.0,22.9,158.3,4,9.45,2,61.9,59.68
EMP03749,Engineering,Senior,10.0,40.1,143.3,5,7.38,6,75.2,74.92
EMP03750,Engineering,Mid,4.7,40.5,177.3,5,7.72,4,65.5,63.68
EMP03751,Sales,Senior,11.9,52.0,142.8,7,6.44,3,74.7,74.04
EMP03752,Marketing,Mid,7.0,50.8,170.5,6,9.67,4,57.7,57.3
EMP03753,HR,Senior,8.7,23.4,184.7,4,7.8,3,55.2,56.31
EMP03754,Finance,Lead,20.1,30.2,164.9,8,5.42,3,42.7,74.68
EMP03755,HR,Junior,1.2,51.0,159.8,0,11.46,5,63.1,43.72
EMP03756,Engineering,Junior,1.5,62.1,174.1,3,10.71,1,85.2,62.07
EMP03757,Engineering,Junior,0.6,87.5,163.4,6,12.24,3,64.5,60.69
EMP03758,Engineering,Junior,1.3,61.5,177.6,5,10.33,6,53.5,43.74
EMP03759,Customer_Support,Mid,5.9,31.8,160.5,8,9.72,4,61.4,52.65
EMP03760,Sales,Junior,2.6,49.6,173.5,7,9.2,4,54.2,49.71
EMP03761,Customer_Support,Mid,2.0,49.7,170.2,3,6.54,5,76.6,58.67
EMP03762,Engineering,Junior,0.5,43.2,174.8,2,9.31,3,82.9,57.91
EMP03763,Sales,Junior,1.5,58.1,197.9,2,8.9,4,46.7,46.69
EMP03764,Engineering,Senior,16.0,8.9,177.8,4,5.3,5,67.9,67.94
EMP03765,Sales,Mid,5.7,55.3,182.1,8,9.23,2,52.9,60.85
EMP03766,Operations,Mid,4.7,39.9,166.3,3,10.42,4,46.1,52.67
EMP03767,Marketing,Senior,7.4,41.4,178.1,2,7.75,4,63.3,58.45
EMP03768,Engineering,Manager,14.5,57.0,171.2,10,7.26,2,79.8,82.51
EMP03769,Finance,Mid,4.3,28.1,175.4,2,8.39,2,62.0,55.34
EMP03770,Marketing,Junior,2.4,55.1,184.1,3,9.59,3,57.8,54.96
EMP03771,Customer_Support,Junior,0.5,62.9,168.0,3,9.23,3,31.5,43.87
EMP03772,Customer_Support,Manager,14.0,37.6,169.4,11,7.21,4,50.0,73.23
EMP03773,Finance,Senior,12.0,18.8,168.2,5,8.58,4,69.6,63.78
EMP03774,Operations,Senior,11.3,63.3,167.9,3,10.26,6,43.9,55.55
EMP03775,Operations,Senior,6.9,39.8,177.4,6,7.68,7,75.4,64.93
EMP03776,HR,Junior,2.8,43.1,169.9,4,9.46,3,59.0,51.65
EMP03777,Finance,Mid,4.5,42.3,196.0,2,10.74,6,65.3,49.14
EMP03778,Sales,Senior,7.7,37.3,212.5,7,7.89,2,57.2,66.69
EMP03779,Finance,Lead,13.2,21.1,167.0,7,7.95,5,48.9,63.5
EMP03780,Customer_Support,Junior,1.6,53.5,179.1,4,9.22,3,63.3,49.03
EMP03781,Sales,Mid,4.9,38.0,189.5,8,9.67,3,54.8,53.16
EMP03782,Operations,Junior,1.3,61.1,171.3,4,10.8,3,50.0,41.39
EMP03783,Customer_Support,Manager,14.4,42.8,161.1,11,8.56,3,29.5,61.57
EMP03784,Engineering,Junior,0.0,75.4,199.3,3,9.08,1,85.6,56.89
EMP03785,Marketing,Senior,12.1,39.8,184.6,7,8.44,6,64.1,63.13
EMP03786,Customer_Support,Junior,1.1,39.0,179.5,3,9.8,3,71.3,50.35
EMP03787,Customer_Support,Senior,9.4,21.0,195.3,4,5.84,8,65.4,60.34
EMP03788,Sales,Senior,10.0,75.9,185.8,3,7.18,2,75.3,72.66
EMP03789,Engineering,Mid,3.1,56.9,174.3,2,8.32,1,63.2,56.26
EMP03790,Finance,Lead,12.6,28.6,161.3,3,7.94,4,46.5,52.75
EMP03791,Engineering,Lead,13.3,64.4,168.1,7,6.01,1,79.2,87.35
EMP03792,Engineering,Lead,15.8,59.3,191.9,6,7.02,3,71.6,81.41
EMP03793,Sales,Mid,4.1,26.7,184.5,3,9.24,1,56.4,49.68
EMP03794,Sales,Senior,5.0,31.7,172.4,8,9.66,4,70.9,59.15
EMP03795,Marketing,Mid,6.9,45.0,199.7,1,8.17,3,67.7,54.39
EMP03796,Finance,Mid,3.1,30.9,172.8,5,7.29,7,70.7,61.58
EMP03797,Finance,Mid,2.4,45.6,188.8,4,10.76,0,50.7,47.27
EMP03798,Operations,Senior,11.0,53.7,178.1,10,7.12,3,71.7,67.8
EMP03799,HR,Junior,1.9,30.4,202.1,3,11.42,4,65.9,47.12
EMP03800,Engineering,Mid,4.4,51.4,185.5,3,9.16,3,83.0,60.8
EMP03801,Sales,Junior,3.6,68.5,175.6,2,9.74,2,73.6,56.64
EMP03802,Engineering,Junior,2.2,57.0,172.5,4,10.69,3,78.2,57.24
EMP03803,Engineering,Junior,2.9,49.9,174.8,6,10.65,3,68.7,54.2
EMP03804,Sales,Junior,0.0,41.0,164.8,4,10.04,3,70.5,50.18
EMP03805,Sales,Senior,9.9,55.5,155.9,5,7.46,4,75.3,67.24
EMP03806,Sales,Mid,2.2,29.3,179.3,5,9.43,3,69.3,54.91
EMP03807,Finance,Junior,1.3,54.6,167.5,3,7.44,7,65.4,46.88
EMP03808,Marketing,Senior,8.8,43.4,167.5,8,9.59,4,72.5,74.6
EMP03809,Customer_Support,Lead,9.9,55.9,173.8,11,6.51,6,51.7,69.94
EMP03810,Operations,Lead,15.7,30.3,175.7,5,6.18,1,78.2,81.75
EMP03811,Marketing,Lead,15.0,31.5,175.1,4,6.44,3,43.8,55.97
EMP03812,Sales,Manager,26.6,16.4,199.3,9,5.55,7,62.4,86.29
EMP03813,Marketing,Mid,2.0,53.6,184.3,5,9.34,5,59.1,57.28
EMP03814,Sales,Manager,18.6,28.6,204.5,8,7.08,5,54.3,73.46
EMP03815,HR,Manager,10.6,22.1,168.9,12,7.99,2,69.7,73.02
EMP03816,Engineering,Mid,3.8,35.5,186.0,8,8.13,5,56.5,62.88
EMP03817,HR,Lead,8.0,47.1,169.6,4,6.85,1,91.8,66.9
EMP03818,Engineering,Senior,10.1,26.5,167.1,10,7.66,1,53.8,70.47
EMP03819,Finance,Senior,7.8,27.8,205.0,6,9.36,5,51.6,63.32
EMP03820,Operations,Lead,21.2,52.4,164.2,6,6.88,3,47.5,69.68
EMP03821,Operations,Mid,7.4,44.5,143.8,6,9.65,1,62.4,57.0
EMP03822,Marketing,Mid,4.4,61.3,165.1,4,8.82,1,76.2,68.83
EMP03823,Marketing,Senior,7.2,37.6,146.9,8,9.85,5,70.3,65.96
EMP03824,Sales,Senior,8.3,43.0,161.7,7,8.77,8,79.7,74.08
EMP03825,Finance,Lead,19.8,41.3,163.0,7,5.5,3,53.1,74.95
EMP03826,Marketing,Lead,10.8,59.8,175.5,5,7.22,3,71.9,77.97
EMP03827,Engineering,Senior,7.6,62.6,146.3,5,9.52,3,66.4,65.88
EMP03828,Engineering,Manager,20.9,52.3,191.7,11,7.93,2,72.7,95.0
EMP03829,Customer_Support,Junior,3.0,41.6,148.7,2,7.31,1,71.3,47.0
EMP03830,Marketing,Manager,19.7,20.2,173.2,7,6.36,5,43.7,71.94
EMP03831,HR,Junior,0.4,62.4,170.5,3,7.85,3,89.9,60.65
EMP03832,Marketing,Mid,4.9,67.7,186.6,3,8.07,3,62.3,58.92
EMP03833,HR,Junior,2.7,68.4,179.9,4,10.43,4,46.7,38.92
EMP03834,HR,Mid,2.0,47.2,191.6,3,9.68,6,57.7,53.73
EMP03835,Engineering,Mid,5.4,57.9,169.9,4,7.91,5,71.2,64.72
EMP03836,HR,Junior,2.4,62.2,168.5,4,9.2,7,57.7,50.47
EMP03837,Finance,Senior,15.5,45.2,180.8,7,8.58,4,38.4,70.63
EMP03838,Sales,Senior,11.7,45.9,189.4,5,7.92,1,63.2,65.93
EMP03839,Operations,Junior,1.8,52.5,186.6,3,9.9,0,51.3,49.53
EMP03840,Engineering,Senior,6.1,31.2,179.5,7,10.02,3,77.8,73.46
EMP03841,Finance,Junior,1.1,40.7,178.3,4,11.08,5,50.2,43.56
EMP03842,Finance,Junior,0.3,40.5,174.5,4,9.57,1,90.1,60.05
EMP03843,Finance,Junior,3.6,27.0,180.7,4,10.5,4,69.2,48.24
EMP03844,Marketing,Mid,4.7,49.1,203.5,6,8.79,4,66.4,50.74
EMP03845,Customer_Support,Senior,15.1,42.4,171.6,5,7.47,1,65.5,63.89
EMP03846,Marketing,Mid,3.2,58.4,169.9,6,6.95,5,42.1,48.5
EMP03847,Finance,Lead,9.5,57.9,168.8,5,6.97,3,57.0,62.27
EMP03848,Finance,Mid,4.9,66.9,180.5,4,9.33,2,84.4,63.26
EMP03849,Engineering,Senior,7.7,64.3,145.3,5,6.8,6,66.2,78.68
EMP03850,Engineering,Manager,16.8,23.6,173.1,12,5.94,6,69.2,82.89
EMP03851,HR,Mid,4.8,25.5,187.3,6,6.88,4,60.4,60.41
EMP03852,Engineering,Junior,2.3,65.0,167.6,5,10.81,1,87.6,56.33
EMP03853,Engineering,Junior,1.9,71.7,177.6,1,11.84,5,67.1,51.08
EMP03854,Engineering,Mid,2.4,70.3,204.5,3,8.05,4,55.0,61.29
EMP03855,Marketing,Mid,5.2,54.3,179.6,5,6.86,3,94.9,66.21
EMP03856,Engineering,Junior,1.0,21.0,143.7,2,10.77,0,53.5,41.35
EMP03857,Operations,Lead,14.9,44.5,155.3,6,7.36,4,58.8,64.08
EMP03858,HR,Manager,13.9,43.3,171.5,5,7.43,4,55.9,70.95
EMP03859,Finance,Junior,1.5,69.8,163.7,1,10.92,1,54.6,47.54
EMP03860,Sales,Junior,1.7,72.4,176.4,2,10.11,0,49.3,49.66
EMP03861,HR,Junior,2.0,64.6,170.9,2,11.78,1,59.5,45.7
EMP03862,Sales,Mid,6.9,38.2,191.3,4,10.9,5,73.8,49.14
EMP03863,Finance,Lead,8.3,23.6,159.7,6,10.62,3,40.2,52.11
EMP03864,Engineering,Mid,4.0,55.0,172.1,10,12.13,3,85.1,66.47
EMP03865,Customer_Support,Junior,2.4,39.1,178.0,1,8.81,3,71.1,43.03
EMP03866,Engineering,Mid,2.8,69.1,179.8,1,10.91,1,76.1,56.35
EMP03867,Marketing,Junior,0.6,25.4,177.1,5,10.33,3,65.5,47.94
EMP03868,Engineering,Mid,4.1,55.5,141.2,6,6.55,3,73.3,66.97
EMP03869,Marketing,Mid,6.2,51.8,176.2,6,9.66,1,81.1,58.42
EMP03870,HR,Senior,9.1,39.9,172.9,7,7.18,4,45.1,64.66
EMP03871,Engineering,Mid,2.0,33.1,187.1,3,9.52,2,78.7,61.45
EMP03872,Engineering,Lead,19.5,8.1,185.1,13,4.77,2,61.0,87.43
EMP03873,Sales,Junior,0.0,43.0,178.4,3,11.98,3,71.9,44.45
EMP03874,Sales,Senior,11.7,35.3,179.4,10,6.56,2,54.6,68.8
EMP03875,Customer_Support,Junior,1.6,67.7,193.9,5,8.89,6,66.5,51.57
EMP03876,HR,Mid,5.7,35.3,191.1,6,10.6,5,47.4,53.17
EMP03877,Sales,Lead,12.1,45.8,178.9,6,7.79,4,41.7,61.97
EMP03878,Customer_Support,Senior,5.0,23.6,205.0,8,11.26,3,56.6,59.27
EMP03879,Sales,Junior,0.0,58.2,166.2,1,11.39,1,79.2,49.06
EMP03880,HR,Mid,3.1,13.4,158.4,1,10.91,5,72.4,42.7
EMP03881,Finance,Senior,8.3,74.4,174.8,5,6.83,0,69.3,65.48
EMP03882,Customer_Support,Manager,13.7,32.9,169.8,7,7.32,2,68.3,80.29
EMP03883,Finance,Senior,7.3,4.0,140.5,12,10.99,1,58.2,69.28
EMP03884,HR,Junior,1.1,40.2,165.9,3,8.47,7,73.3,55.12
EMP03885,Customer_Support,Mid,5.0,33.9,179.8,9,9.11,6,51.0,53.42
EMP03886,Sales,Junior,0.9,41.2,174.2,6,9.88,1,58.2,52.71
EMP03887,Customer_Support,Junior,2.1,45.5,164.1,4,10.24,3,55.7,42.68
EMP03888,Operations,Mid,3.4,37.1,175.6,4,10.39,7,53.5,49.21
EMP03889,Customer_Support,Senior,9.6,30.8,176.7,6,8.3,6,57.2,65.8
EMP03890,Engineering,Junior,3.9,33.6,185.0,3,12.44,5,66.9,56.65
EMP03891,Sales,Senior,10.1,55.3,166.0,5,4.74,3,53.5,65.06
EMP03892,Finance,Senior,8.8,61.0,187.2,4,4.46,4,61.3,71.92
EMP03893,Marketing,Senior,8.6,39.2,159.7,7,7.9,0,65.9,71.14
EMP03894,Marketing,Junior,0.0,50.7,168.0,2,11.94,5,50.8,40.46
EMP03895,Customer_Support,Mid,3.4,30.1,198.8,1,9.11,2,63.0,50.14
EMP03896,Marketing,Junior,4.0,52.1,160.7,3,9.0,4,58.1,45.99
EMP03897,Engineering,Junior,1.2,54.4,165.8,4,7.32,2,72.4,53.28
EMP03898,HR,Mid,7.5,43.7,157.5,6,8.32,1,58.0,61.53
EMP03899,Sales,Mid,2.0,52.9,163.4,2,8.78,2,74.6,49.81
EMP03900,Engineering,Junior,1.9,55.6,176.9,3,9.65,4,81.5,54.8
EMP03901,Sales,Junior,0.0,35.2,184.9,3,9.95,3,49.4,39.95
EMP03902,Operations,Lead,20.5,56.9,174.7,9,7.2,2,66.3,88.49
EMP03903,Finance,Senior,12.2,39.9,170.5,2,7.13,2,80.4,68.09
EMP03904,Marketing,Mid,5.5,72.1,157.6,2,7.84,2,52.6,50.32
EMP03905,Engineering,Manager,24.4,41.3,164.8,9,5.36,3,59.6,82.82
EMP03906,Finance,Junior,2.7,80.6,153.4,7,9.75,1,71.8,62.84
EMP03907,Operations,Mid,8.0,64.6,185.3,5,6.96,7,44.3,53.58
EMP03908,Operations,Lead,10.7,42.4,186.3,6,8.13,5,50.7,57.94
EMP03909,Marketing,Mid,5.9,36.2,174.4,5,7.2,5,51.8,55.81
EMP03910,Operations,Junior,1.5,40.5,181.2,2,10.85,1,69.0,39.64
EMP03911,Marketing,Mid,2.0,55.0,187.3,2,8.78,1,55.7,47.44
EMP03912,HR,Mid,2.0,49.1,176.4,6,7.93,6,62.6,63.05
EMP03913,Operations,Senior,9.9,34.2,194.5,9,11.95,5,51.0,54.68
EMP03914,Engineering,Mid,3.0,59.5,160.7,2,9.53,2,83.8,61.67
EMP03915,Engineering,Mid,4.8,47.6,170.1,7,10.61,3,59.7,63.21
EMP03916,Engineering,Junior,1.4,63.6,168.5,2,9.85,1,53.1,58.29
EMP03917,Marketing,Mid,5.0,32.4,184.1,8,10.94,3,46.6,61.79
EMP03918,Marketing,Junior,0.0,66.0,154.9,4,11.18,0,72.3,57.0
EMP03919,Finance,Lead,13.6,46.5,195.3,7,6.81,1,72.2,75.4
EMP03920,HR,Senior,9.1,61.0,182.9,4,9.54,2,81.0,63.71
EMP03921,Engineering,Mid,2.0,61.7,199.5,8,11.18,2,54.9,60.46
EMP03922,Operations,Senior,9.4,41.7,174.4,15,7.55,4,57.2,87.42
EMP03923,Engineering,Junior,1.6,48.5,167.3,1,9.91,3,99.1,61.92
EMP03924,Customer_Support,Mid,2.8,73.7,184.2,2,12.33,8,54.4,43.57
EMP03925,Engineering,Mid,2.9,42.6,189.4,10,9.67,1,63.2,69.53
EMP03926,Marketing,Mid,4.1,58.2,165.0,3,10.78,5,63.7,58.59
EMP03927,Marketing,Senior,14.5,37.3,147.0,7,8.58,5,70.4,66.46
EMP03928,Operations,Manager,20.2,7.1,149.4,14,7.45,3,66.2,85.02
EMP03929,Sales,Mid,8.0,28.6,178.7,6,10.08,1,54.6,54.7
EMP03930,Customer_Support,Mid,2.6,53.1,196.6,1,5.62,4,51.0,45.84
EMP03931,Marketing,Senior,9.5,53.5,156.8,9,7.38,5,60.4,68.85
EMP03932,Marketing,Junior,2.5,57.1,171.2,2,9.38,2,55.2,49.33
EMP03933,Marketing,Junior,1.2,68.2,170.1,2,10.39,4,49.2,45.41
EMP03934,Sales,Manager,21.4,40.9,201.9,12,4.52,5,83.7,100.0
EMP03935,HR,Lead,19.1,27.4,206.6,6,6.27,2,61.1,72.11
EMP03936,Engineering,Manager,20.2,43.9,180.9,16,4.16,5,65.8,100.0
EMP03937,Engineering,Junior,2.9,53.5,187.6,7,6.92,7,66.2,57.15
EMP03938,Finance,Junior,2.9,42.4,187.2,6,13.5,2,62.0,51.71
EMP03939,HR,Mid,2.5,54.1,157.1,7,8.85,1,71.2,55.89
EMP03940,Sales,Manager,20.6,36.2,184.8,9,7.65,2,56.4,81.26
EMP03941,Sales,Junior,0.7,41.9,160.7,1,11.31,6,75.7,51.71
EMP03942,Engineering,Junior,3.4,48.3,172.6,4,9.09,3,77.2,64.63
EMP03943,Engineering,Junior,1.6,72.2,191.0,4,12.06,2,67.7,54.8
EMP03944,Marketing,Senior,7.5,63.7,176.1,3,7.15,2,56.0,66.03
EMP03945,Sales,Senior,5.0,45.8,190.4,6,8.64,4,75.0,58.63
EMP03946,Operations,Senior,5.0,43.9,193.2,7,9.61,3,58.1,62.72
EMP03947,Engineering,Junior,1.6,29.5,150.4,3,9.97,6,55.1,56.82
EMP03948,Sales,Senior,7.6,68.8,144.5,7,8.17,1,74.3,72.7
EMP03949,Operations,Mid,2.2,62.5,191.3,3,6.76,2,51.3,52.04
EMP03950,Engineering,Junior,1.6,62.3,191.8,1,11.0,1,80.4,54.81
EMP03951,HR,Junior,1.6,16.9,178.6,5,11.21,3,35.8,40.18
EMP03952,Customer_Support,Mid,5.8,47.6,180.5,0,8.32,6,53.6,44.55
EMP03953,Customer_Support,Mid,4.4,45.1,187.5,2,10.49,0,71.9,51.46
EMP03954,Finance,Manager,16.7,45.2,187.2,6,6.76,4,63.1,76.84
EMP03955,Sales,Mid,2.7,40.2,170.7,8,10.97,2,69.2,52.17
EMP03956,Marketing,Mid,3.8,43.5,188.4,7,10.37,2,53.2,60.37
EMP03957,Customer_Support,Senior,8.7,52.3,170.1,6,7.82,1,62.2,69.7
EMP03958,Customer_Support,Senior,7.3,31.4,178.4,2,11.36,3,58.0,52.8
EMP03959,Sales,Junior,0.0,42.4,177.8,1,8.9,2,64.9,43.88
EMP03960,Engineering,Senior,10.1,45.9,163.0,5,3.8,3,94.5,83.23
EMP03961,Engineering,Junior,1.3,71.1,164.6,5,6.3,3,85.7,69.81
EMP03962,Sales,Mid,2.9,59.1,206.3,6,10.02,7,71.5,57.51
EMP03963,Finance,Senior,7.3,59.1,162.5,4,5.26,3,72.7,74.8
EMP03964,Engineering,Mid,5.1,47.9,180.2,6,8.2,2,59.1,67.21
EMP03965,Engineering,Mid,8.0,69.4,183.1,7,10.25,2,64.3,72.72
EMP03966,Sales,Junior,0.0,24.9,174.2,4,6.63,3,43.6,45.4
EMP03967,HR,Mid,5.6,77.3,184.4,3,8.68,11,50.8,43.29
EMP03968,Sales,Mid,4.3,79.3,179.6,5,9.09,7,51.4,43.97
EMP03969,HR,Lead,12.7,45.8,162.8,5,5.17,3,65.7,69.67
EMP03970,Sales,Mid,3.2,59.5,182.5,4,9.71,3,47.3,46.39
EMP03971,Customer_Support,Lead,15.1,38.4,167.4,11,6.71,2,57.5,76.84
EMP03972,Sales,Mid,2.0,43.9,199.4,2,10.38,3,60.2,43.38
EMP03973,Marketing,Lead,18.4,29.8,181.0,8,6.45,5,50.4,67.67
EMP03974,Engineering,Junior,3.5,50.3,165.2,4,8.98,5,88.3,53.07
EMP03975,Sales,Junior,3.4,59.3,179.8,7,10.18,4,46.1,44.31
EMP03976,Engineering,Junior,2.5,57.3,162.1,1,11.58,1,83.4,53.32
EMP03977,Sales,Junior,1.2,80.8,178.6,1,11.91,5,34.9,33.35
EMP03978,Sales,Lead,11.8,40.5,171.8,9,8.29,2,60.3,77.27
EMP03979,HR,Senior,6.3,20.7,163.4,5,9.72,3,51.6,52.16
EMP03980,Finance,Senior,10.8,67.7,163.2,7,7.02,2,55.1,63.34
EMP03981,Sales,Mid,6.0,28.7,209.1,6,8.59,4,83.7,63.22
EMP03982,HR,Mid,5.9,38.6,176.3,4,9.63,7,61.8,54.2
EMP03983,Marketing,Senior,13.1,47.1,169.0,6,7.96,0,50.7,55.49
EMP03984,Engineering,Lead,9.0,45.3,166.5,9,8.7,2,75.9,85.52
EMP03985,Engineering,Mid,3.6,25.3,181.6,5,11.31,4,65.7,58.16
EMP03986,Sales,Senior,5.7,31.8,166.1,3,8.49,3,63.8,62.12
EMP03987,Engineering,Junior,0.3,28.8,159.7,5,8.04,2,59.0,55.75
EMP03988,HR,Manager,18.0,44.3,174.5,13,4.98,2,55.6,85.7
EMP03989,Customer_Support,Junior,0.7,68.8,174.4,4,10.34,9,48.5,41.51
EMP03990,Customer_Support,Mid,6.9,28.7,169.2,9,8.31,3,67.6,61.06
EMP03991,Customer_Support,Lead,8.2,53.9,162.5,4,6.23,6,55.3,64.89
EMP03992,HR,Junior,3.8,65.0,169.5,2,9.56,4,53.4,42.78
EMP03993,Sales,Junior,0.7,41.1,168.4,1,9.02,3,63.9,45.87
EMP03994,Engineering,Mid,4.5,17.3,166.5,1,9.99,3,71.0,57.71
EMP03995,Engineering,Mid,6.0,30.9,178.9,4,11.09,2,76.9,62.17
EMP03996,Sales,Manager,24.8,26.1,206.2,7,6.91,3,56.2,78.59
EMP03997,Sales,Lead,16.3,62.1,193.6,7,5.52,4,61.1,79.0
EMP03998,HR,Mid,5.1,45.2,202.2,5,8.22,1,71.1,59.51
EMP03999,Engineering,Manager,26.1,19.9,167.1,9,2.94,3,57.9,79.58
EMP04000,Engineering,Senior,9.7,45.2,198.4,4,9.66,0,80.6,67.73
EMP04001,Finance,Lead,15.6,19.6,178.2,4,7.11,4,63.2,64.94
EMP04002,Engineering,Junior,0.0,58.7,188.8,2,12.39,5,56.8,47.25
EMP04003,Operations,Mid,4.1,32.3,181.4,6,10.08,2,46.7,46.56
EMP04004,Engineering,Junior,2.7,38.5,170.2,3,9.15,9,68.8,47.54
EMP04005,Marketing,Junior,3.3,56.6,185.1,5,7.2,4,57.4,58.83
EMP04006,Engineering,Senior,5.0,69.3,181.8,7,9.18,1,79.1,77.46
EMP04007,HR,Junior,3.5,84.0,150.2,4,12.61,2,62.6,56.42
EMP04008,Sales,Mid,2.6,31.4,173.3,9,10.63,2,65.6,59.29
EMP04009,Sales,Senior,5.0,34.1,187.2,6,8.57,2,51.8,51.35
EMP04010,Marketing,Junior,2.7,58.7,178.9,2,10.95,3,63.7,58.2
EMP04011,Engineering,Mid,4.2,64.5,181.6,2,10.24,3,85.8,66.27
EMP04012,Sales,Senior,7.2,10.5,164.5,5,10.22,1,60.2,53.19
EMP04013,Customer_Support,Lead,18.2,40.3,178.6,6,5.36,5,51.4,73.43
EMP04014,Sales,Junior,2.9,43.7,173.7,4,10.35,4,51.6,46.07
EMP04015,Marketing,Manager,12.9,6.1,172.2,8,4.86,3,63.8,81.51
EMP04016,Marketing,Lead,12.9,18.9,165.5,5,4.67,1,80.9,77.72
EMP04017,Engineering,Senior,12.4,34.5,187.8,4,8.7,3,53.6,61.64
EMP04018,HR,Mid,6.2,47.9,179.8,4,10.68,5,65.4,55.64
EMP04019,Sales,Senior,6.7,58.1,178.4,1,8.52,4,41.4,53.43
EMP04020,Finance,Lead,8.3,44.3,203.7,4,7.81,1,58.1,63.76
EMP04021,Engineering,Mid,3.5,61.2,181.6,4,9.8,1,73.2,64.07
EMP04022,Engineering,Manager,18.0,35.4,191.8,10,7.85,1,51.0,77.3
EMP04023,Engineering,Lead,8.0,28.4,178.8,2,9.23,1,64.7,65.96
EMP04024,Customer_Support,Mid,5.4,44.2,170.1,5,9.5,6,61.5,53.13
EMP04025,Operations,Senior,6.6,53.4,160.2,3,9.49,3,61.6,58.91
EMP04026,Customer_Support,Mid,2.3,62.5,178.4,3,10.63,4,62.1,54.71
EMP04027,Finance,Senior,9.1,40.8,137.7,9,6.67,0,51.3,66.55
EMP04028,Finance,Lead,23.0,25.1,178.8,3,6.63,2,66.5,75.01
EMP04029,HR,Junior,1.6,56.0,179.4,4,8.12,3,58.8,52.64
EMP04030,Customer_Support,Junior,0.0,58.2,172.0,3,11.66,6,66.6,41.44
EMP04031,Marketing,Mid,6.1,65.5,173.7,10,10.13,2,36.3,55.51
